_id,latitude,longitude,elevation,soil_ph,soil_nitrogen,soil_phosphorus,soil_potassium,soil_moisture,soil_cec,avg_temperature,min_temperature,avg_humidity,min_humidity,avg_wind_speed,total_rainfall,traditional_crop[0],traditional_crop[1],traditional_crop[2],recommended_crop[0],recommended_crop[1],recommended_crop[2]
67e064658a14755879d9b103,10.8,75.9,0,5.3,393,559.0,223,377,223,31.11,24.09,95.67,63.26,16.58,3122.2,Coconut,Heliconia psittacorum (Parrot's Beak),Langsat,Star Anise,Heliconia psittacorum (Parrot's Beak),Brazil Nut (Bertholletia excelsa)
67e0646a8a14755879d9b107,10.8,76.3,82,5.4,288,283.0,139,395,139,32.44,23.96,93.95,55.61,17.24,3589.9,Hibiscus,Costus,Canarium ovatum (Pili Nut),Sugarcane,Curcuma longa (Turmeric - ornamental variety),Banana
67e0646d8a14755879d9b109,10.8,77.3,327,7.2,198,203.0,251,339,251,31.93,22.91,90.89,48.19,21.84,1129.0,Ridge Gourd,Nutmeg,Cheena,Apricot,Longan,Navy Bean
67e0646d8a14755879d9b10a,10.8,77.5,279,7.3,183,233.0,258,340,258,32.89,23.14,90.1,45.08,20.89,1051.7,Fennel,Soybean,Amaranth (Amaranthus - another variety),Corn,Aonla,Jamun
67e0646f8a14755879d9b10b,10.8,77.1,357,7.1,181,217.0,255,346,255,30.98,22.41,96.18,53.47,24.33,1461.0,Chili Pepper,Fennel (Foeniculum vulgare - another variety),Orange,Calla Lily,Canna Lily (Canna indica - another variety),Clove
67e064748a14755879d9b10d,10.8,77.4,278,7.2,181,300.0,316,348,316,32.82,23.01,90.52,45.07,21.33,982.0,Kangkong,Jasmine (Jasminum sambac),Sitaphal (Annona squamosa),Bambara Groundnut,Guava,Moringa
67e064958a14755879d9b113,10.9,75.9,11,5.4,337,387.0,185,381,185,30.67,23.96,95.58,65.06,15.92,2949.4,Heliconia,Alpinia purpurata (Red Ginger),Calabaza,Ylang-Ylang,Xanthosoma,Arrowroot
67e064998a14755879d9b115,10.9,76.2,27,5.4,259,345.0,168,388,168,32.54,23.85,94.96,55.88,15.41,3411.8,Burmese Grape,Polygonum minus (Kesum),Duku (Lansium domesticum - another variety),Curcuma longa (Turmeric - ornamental variety),Jaboticaba,Kava
67e0649d8a14755879d9b116,10.9,76.1,17,5.5,315,359.0,158,389,158,32.46,24.0,95.21,56.92,15.28,3551.5,Solanum macrocarpon (African Eggplant),Pili Nut (Canarium ovatum - another variety),Vetiver,Hibiscus,Angel's Trumpet,Langsat
67e064a08a14755879d9b117,10.9,76.4,86,5.4,351,356.0,148,400,148,32.62,23.39,94.19,53.38,15.52,3055.8,Lemon Grass,Areca Palm,Arrowhead,Heliconia,Chrysophyllum albidum (African Star Apple),Costus
67e064a58a14755879d9b119,10.9,76.5,62,5.5,388,310.0,174,393,174,32.89,23.41,90.36,52.98,14.44,3176.1,Bouea macrophylla (Gandaria/Plum Mango),Bignay,Turmeric,Galangal,Costus,Heliconia
67e064b58a14755879d9b11f,10.9,76.3,55,5.4,274,383.0,159,394,159,32.88,23.64,94.21,53.42,15.52,3055.8,Pepper,Carambola (Starfruit),Curcuma longa (Turmeric - ornamental variety),Jaboticaba,Rain Lily,Duku
67e064b78a14755879d9b120,10.9,76.6,878,5.4,475,614.0,149,419,149,26.42,18.8,97.82,60.6,11.32,2859.6,Calabaza,Colocasia,Persicaria odorata (Vietnamese Coriander),Arrowroot,Lemon Grass,Costus
67e064b78a14755879d9b121,10.9,77.2,403,7.4,202,194.0,242,330,242,31.09,21.87,96.37,50.94,23.06,1116.7,Sage,Coriander,Shallot,Turmeric (Curcuma longa - another variety),Pineapple,Lavender
67e064b98a14755879d9b124,10.9,77.3,385,6.8,178,401.0,264,338,264,31.37,22.38,94.47,49.98,21.03,1359.8,Air Potato,Guar,Gnetum africanum (Eru/Afang),Vanilla,Rambutan,Kersting's Groundnut
67e064bd8a14755879d9b125,10.9,77.1,392,7.6,222,230.0,236,350,236,31.06,21.78,95.62,50.83,22.43,1151.8,Fennel,Wood Apple (Limonia acidissima),Rose,Plantain,Ash Gourd,Sawa
67e064cc8a14755879d9b127,10.9,76.8,1129,6.1,219,355.0,208,405,208,25.12,17.5,97.81,60.31,11.32,2859.6,Curcuma longa (Turmeric - ornamental variety),Turmeric,Yam,Banana,Bougainvillea,Rice
67e064d28a14755879d9b129,10.9,76.7,1023,5.5,420,492.0,197,427,197,25.33,17.7,97.81,60.36,11.32,2859.6,Bougainvillea,Yam,Teak,Tea,Bougainvillea,Pili Nut (Canarium ovatum - another variety)
67e0651b8a14755879d9b13b,11.0,76.4,90,5.5,330,342.0,168,396,168,32.12,23.2,90.11,55.28,13.04,2929.7,Luffa Gourd,Areca Palm,Egusi Melon,Kava,Sugarcane,Torch Ginger
67e0651b8a14755879d9b13d,11.0,76.8,479,6.2,217,313.0,211,372,211,30.92,21.98,93.38,50.22,15.38,1633.8,Italian Millet,Yam,Soybean,Guava,Soursop,Moong
67e065238a14755879d9b140,11.0,76.2,47,5.4,359,359.0,140,395,140,32.46,23.83,94.43,55.35,14.46,3338.2,Areca Nut,Jaboticaba,Canna Lily,Costus speciosus (Crepe Ginger),Curcuma longa (Turmeric - ornamental variety),Ylang-Ylang
67e065238a14755879d9b141,11.0,76.7,1226,5.6,359,442.0,189,409,189,24.66,17.08,97.94,59.67,13.32,2191.2,Teak,Sugarcane,Pineapple,Bougainvillea,Calabaza,Canarium ovatum (Pili Nut)
67e065258a14755879d9b142,11.0,77.4,367,7.4,180,368.0,260,351,260,31.75,22.58,93.84,49.05,19.92,1314.8,Lychee,Fenugreek (Trigonella foenum-graecum - another variety),Velvet Bean,Air Potato,Macadamia Nut,Nutmeg
67e0652a8a14755879d9b146,11.0,76.6,745,5.5,382,381.0,181,399,181,27.62,19.99,98.19,61.23,14.06,2258.0,Arecanut,Turmeric,Maize,Rice,Persicaria odorata (Vietnamese Coriander),Mizuna
67e0652b8a14755879d9b147,11.0,76.9,431,6.7,195,255.0,267,363,267,31.22,22.28,93.4,50.28,15.38,1633.8,Noni,Soursop,Tamarind,Cacao,Breadfruit,Areca Nut
67e065308a14755879d9b149,11.0,77.3,368,7.4,178,225.0,261,359,261,31.74,22.3,94.87,48.42,20.6,1188.2,Little Millet,Pigeonpea,Safflower,Almond,Bambara Groundnut,Cumin (Cuminum cyminum - another variety)
67e065328a14755879d9b14a,11.0,77.5,314,7.1,167,387.0,256,331,256,32.21,23.03,92.38,48.12,19.34,1330.2,Roselle,Bitter Gourd,Pigeonpea,Roselle,Ivy Gourd,Noni
67e0653c8a14755879d9b14b,11.0,76.1,95,5.5,321,380.0,137,399,137,32.0,23.54,94.79,56.14,14.51,3530.5,Chrysophyllum albidum (African Star Apple),Monkey Jackfruit,Langsat (Lansium domesticum - another variety),Hibiscus,Costus,Sugarcane
67e065478a14755879d9b152,11.1,75.9,32,5.6,302,401.0,116,388,116,30.3,23.79,96.32,67.02,15.23,3431.8,Arrowhead,Oil Palm,Vetiver,Costus,Etlingera elatior (Torch Ginger),Alocasia
67e0654a8a14755879d9b153,11.1,76.0,186,5.4,306,496.0,160,399,160,31.47,22.98,94.24,55.82,14.78,3454.3,Argyreia nervosa (Hawaiian Baby Woodrose),Kepel Apple,Hibiscus sabdariffa (Roselle - another variety),Sugarcane,Ice Cream Bean,Langsat
67e065568a14755879d9b15a,11.1,76.2,49,5.6,340,375.0,143,397,143,32.7,23.76,93.81,54.0,14.6,3304.6,Water Spinach,Papaya,Ginger,Alocasia,Oil Palm,Kava
67e065568a14755879d9b15c,11.1,76.4,861,5.4,440,519.0,191,416,191,26.31,18.71,90.2,59.9,12.83,2612.9,Mizuna,Mushroom,Ice Cream Bean (Inga edulis - another variety),Tea,Hibiscus sabdariffa (Roselle - another variety),Star Anise
67e065588a14755879d9b15f,11.1,76.9,565,6.6,248,373.0,227,372,227,30.71,21.38,93.77,48.92,14.31,1487.5,Eucalyptus,Little Millet (Panicum sumatrense - another variety),Areca Palm,Black-eyed Pea (Vigna unguiculata - another variety),Job's Tears,Durian
67e065588a14755879d9b160,11.1,76.5,1113,5.7,413,557.0,179,419,179,23.2,15.17,94.01,58.77,16.52,1839.6,Hazelnut,Magnolia champaca (Champak),Medinilla,Canarium ovatum (Pili Nut),Teak,Acorn Squash
67e0655e8a14755879d9b161,11.1,77.3,312,7.4,174,198.0,252,363,252,32.65,22.48,93.91,45.38,19.39,1086.7,Adzuki Bean,Safflower,Fonio,Sawa,Muskmelon,Kangkong
67e065698a14755879d9b164,11.1,77.0,421,7.3,190,203.0,228,379,228,31.77,22.37,93.26,48.18,15.13,1466.4,Water Spinach,Uapaca kirkiana (Sugarplum),Fenugreek,Abiu,Achocha,Baccaurea motleyana (Rambai)
67e065718a14755879d9b165,11.1,77.4,301,7.3,183,300.0,278,344,278,32.77,22.72,93.37,45.53,18.98,1181.6,Cheena,Turban Squash,Navy Bean,Delicata Squash,Hyacinth Bean (Lablab purpureus - another variety),Chayote Squash
67e0657a8a14755879d9b167,11.1,77.5,260,7.4,191,566.0,325,345,325,33.07,23.09,92.71,45.5,18.8,1263.3,Kutki,Baccaurea motleyana (Rambai),Yam,Job's Tears,Grapes,Pumpkin
67e0657a8a14755879d9b168,11.1,77.1,400,7.3,203,477.0,245,364,245,31.57,22.11,94.42,49.07,16.82,1670.9,Turmeric (Curcuma longa - another variety),Luffa Gourd,Langsat (Lansium domesticum - another variety),Rambutan (Nephelium lappaceum - adaptability considerations),Arugula,Jack Bean
67e065878a14755879d9b16e,11.1,76.8,801,6.1,290,335.0,219,412,219,28.39,19.68,96.19,53.41,14.01,1663.4,Tomato,Dacryodes edulis (Safou),Moth Bean,Opo Squash,Betel Vine,Spider Lily
67e065a38a14755879d9b176,11.2,75.9,15,5.4,422,447.0,182,385,182,31.61,23.35,97.36,61.07,13.19,3190.8,Sugarcane,Cassabanana,Dacryodes edulis (Safou),Pulasan,Arrowroot,Xanthosoma
67e065a38a14755879d9b177,11.2,76.1,37,5.5,343,448.0,147,395,147,31.75,24.07,93.78,60.13,15.06,3636.8,Oil Palm,Ice Cream Bean (Inga edulis - another variety),Kava,Colocasia,Banana,Kava
67e065a48a14755879d9b179,11.2,76.0,105,5.6,291,387.0,139,399,139,31.18,23.19,94.52,60.13,13.69,3137.0,Duku,Ylang-Ylang,Torch Ginger,Lagos Spinach,Ylang-Ylang,Xanthosoma
67e065a48a14755879d9b17c,11.2,76.3,38,5.6,377,384.0,141,389,141,32.81,23.52,91.37,53.1,12.23,3186.7,Uapaca kirkiana (Sugarplum),Curcuma longa (Turmeric - ornamental variety),Wax Gourd,Etlingera elatior (Torch Ginger),Alocasia,Ice Cream Bean
67e065a68a14755879d9b17e,11.2,76.5,1886,5.6,422,687.0,245,423,245,21.04,13.55,93.64,61.25,11.21,2829.2,Maize,Potato,Coffee,Colocasia,Tea,Taro
67e065a78a14755879d9b17f,11.2,76.4,1368,5.6,531,649.0,204,418,204,23.23,16.96,93.9,66.0,8.16,4649.5,Banana,Bougainvillea,Rice,Mesta,Medinilla,Potato
67e065aa8a14755879d9b180,11.2,76.2,46,5.5,335,371.0,154,397,154,32.86,23.57,91.37,53.1,12.23,3186.7,Gnetum africanum (Eru/Afang),Persicaria odorata (Vietnamese Coriander),Turmeric,Rubber,Arrowroot,Galangal
67e065aa8a14755879d9b181,11.2,76.7,798,6.0,419,420.0,219,421,219,27.58,18.86,86.1,54.52,10.56,2059.0,Mizuna,Dates,Salak,Pepper,Opo Squash,Ixora
67e065b08a14755879d9b182,11.2,76.6,1820,5.8,339,449.0,218,420,218,20.99,13.5,93.63,61.24,11.21,2829.2,Rice,Maize,Coffee,Tea,Taro,Colocasia
67e065b08a14755879d9b183,11.2,76.9,407,6.7,229,272.0,284,379,284,31.73,21.35,88.21,46.79,12.03,1502.0,Kangni (Setaria italica - another variety),Cumin (Cuminum cyminum - another variety),Plum,Urad,Cucumber (Cucumis sativus - another variety),Malanga
67e065b08a14755879d9b184,11.2,77.4,316,7.4,185,335.0,300,352,300,32.85,22.51,93.4,45.01,16.81,1336.4,Brazil Nut,Dill,Fenugreek,Corn,Curry Leaf,Jack Bean
67e065b68a14755879d9b185,11.2,77.5,272,7.2,207,405.0,299,369,299,33.12,22.75,93.38,44.42,17.83,1295.8,Tigernut,Pecan,Uapaca kirkiana (Sugarplum),Plumeria (Frangipani),Pineapple,Geocarpa Groundnut
67e065b68a14755879d9b186,11.2,77.1,382,7.3,213,373.0,256,370,256,32.59,22.41,92.06,44.75,14.98,1610.4,Malabar Spinach,Emilia,Tepary Bean (Phaseolus acutifolius - another variety),Guava,Burmese Grape,Calabaza
67e065b68a14755879d9b187,11.2,76.8,441,6.6,286,348.0,279,377,279,30.75,20.87,87.12,50.11,10.79,1687.0,Rose,Pearl Millet,Arecanut,Pepper,Luffa Gourd,Areca Palm
67e065c88a14755879d9b18a,11.2,77.0,200,7.2,165,209.0,267,349,267,32.61,22.31,89.22,43.28,14.25,1307.9,Mizuna,Winged Bean,Hyssop,Gooseberry,Eucalyptus,Pineapple
67e065da8a14755879d9b194,11.3,76.0,36,5.4,507,540.0,156,403,156,31.47,23.62,94.15,60.55,12.23,3367.2,Galangal,Rice,Durian,Angel's Trumpet,Sugarcane,Costus speciosus (Crepe Ginger)
67e065e58a14755879d9b19c,11.3,77.0,308,7.0,175,301.0,271,371,271,33.06,23.01,86.55,42.61,13.27,1264.5,Pigeon Pea,Jerusalem Artichoke,Mangosteen,Rice Bean (Vigna umbellata - another variety),Guava,Moringa
67e065ec8a14755879d9b19f,11.3,76.6,2066,5.6,433,725.0,263,412,263,20.06,12.63,92.98,60.55,11.76,2261.9,Potato,Wheat,Mushroom,Potato,,
67e065f28a14755879d9b1a1,11.3,76.8,1310,6.1,390,364.0,244,373,244,23.68,16.4,89.31,59.79,10.45,2262.0,Canarium ovatum (Pili Nut),Banana,Rice,Acorn Squash,Medinilla,Calabaza
67e065f38a14755879d9b1a2,11.3,77.3,346,7.3,197,255.0,291,350,291,32.6,22.79,92.65,45.66,15.74,1520.0,Star Fruit,Sweet Basil,Indian Jujube (Ziziphus mauritiana),Pointed Gourd (Trichosanthes dioica - another variety),Horse Gram,Ricebean
67e065f68a14755879d9b1a3,11.3,76.7,1831,5.7,444,468.0,215,414,215,21.26,13.83,93.05,60.8,11.76,2261.9,Tea,Eucalyptus,Mushroom,Coffee,Colocasia,Taro
67e066158a14755879d9b1a5,11.3,77.4,324,7.3,203,242.0,273,371,273,32.76,22.77,92.82,45.55,15.79,1411.2,Rutabaga,Bird of Paradise (Strelitzia),Clove,Yam Bean (Pachyrhizus erosus - another variety),Tatsoi,Arhar
67e066258a14755879d9b1ab,11.3,77.5,292,6.9,195,273.0,278,355,278,33.0,22.85,93.17,45.22,16.81,1370.2,Okra,Proso Millet,Guar,Finger Millet (Eleusine coracana - another variety),Cassava,Sponge Gourd (Luffa aegyptiaca)
67e0662d8a14755879d9b1ae,11.4,76.0,34,5.5,570,415.0,144,393,144,31.18,22.64,95.2,62.63,11.81,3915.3,Kava,Black Pepper,Curcuma longa (Turmeric - ornamental variety),Costus,Curcuma longa (Turmeric - ornamental variety),Bougainvillea
67e066398a14755879d9b1b5,11.4,76.2,615,5.5,445,580.0,203,418,203,27.84,20.53,96.93,63.93,7.51,3379.1,Pili Nut (Canarium ovatum - another variety),Calabaza,Opo Squash,Rice,Jaboticaba,Costus speciosus (Crepe Ginger)
67e066438a14755879d9b1b9,11.4,76.4,275,5.4,468,433.0,193,402,193,29.35,20.86,91.59,57.99,10.35,2567.3,Mussaenda,Kenaf (Hibiscus cannabinus - another variety),Acorn Squash,Calla Lily,Ice Cream Bean,Banana
67e066488a14755879d9b1ba,11.4,77.0,340,6.8,212,302.0,263,370,263,32.66,22.99,91.52,44.01,10.14,1294.9,Guava (Psidium guajava - another variety),Jowar,Shama Millet,Corchorus olitorius (Jute Mallow - another variety),Mustard,African Yam Bean
67e066498a14755879d9b1bb,11.4,75.8,37,5.6,464,418.0,210,378,210,30.65,23.02,96.28,64.73,13.47,3886.2,Curcuma longa (Turmeric - ornamental variety),Sugarcane,Langsat,Banana,Bougainvillea,Sugarcane
67e0664c8a14755879d9b1bf,11.4,77.4,267,7.1,232,272.0,284,370,284,33.82,22.87,89.56,41.59,14.5,1290.9,Rutabaga,Yam Bean,Rose,Field Bean,Pointed Gourd (Trichosanthes dioica - another variety),Macadamia Nut
67e0664f8a14755879d9b1c0,11.4,76.3,130,5.8,321,352.0,164,399,164,30.89,22.5,93.96,58.87,11.0,5418.5,Bougainvillea,Banana,Costus,Spider Lily,Basella,Mangosteen (Garcinia mangostana - adaptability considerations)
67e066548a14755879d9b1c1,11.4,76.8,2233,5.7,503,715.0,267,389,267,20.06,12.14,95.13,57.53,12.02,1695.0,Oats,Maize,Wheat,Bamboo,Potato,Mushroom
67e066578a14755879d9b1c3,11.4,76.6,2242,5.6,332,740.0,250,409,250,19.91,11.92,94.59,56.7,12.01,2079.3,Wheat,Potato,Carrot,Potato,,
67e066578a14755879d9b1c4,11.4,77.5,223,6.9,239,305.0,300,377,300,34.08,23.19,89.16,41.58,15.1,1343.9,Chestnut,Sapodilla (Manilkara zapota),Rivea,Noni,Spiny Gourd,Kenaf (Hibiscus cannabinus - another variety)
67e0666a8a14755879d9b1ca,11.4,77.3,252,7.3,247,306.0,319,350,319,33.98,23.06,88.53,41.09,14.69,1280.4,Spelt,Fonio,Uapaca kirkiana (Sugarplum),Chinese Yam,Olive,Brazil Nut
67e0667c8a14755879d9b1d1,11.5,75.7,71,5.6,486,415.0,207,381,207,30.52,22.96,96.71,64.46,12.94,3319.5,Heliconia psittacorum (Parrot's Beak),Calabaza,Costus,Etlingera elatior (Torch Ginger),Jaboticaba,Xanthosoma
67e0667d8a14755879d9b1d3,11.5,76.0,127,5.5,477,443.0,157,404,157,30.2,22.6,95.88,66.71,10.78,3651.2,Alocasia,Heliconia,Langsat,Kava,Curcuma longa (Turmeric - ornamental variety),Costus
67e066828a14755879d9b1d6,11.5,76.4,944,5.5,333,308.0,185,415,185,26.14,17.64,94.01,60.22,10.98,1842.1,Finger Millet (Eleusine coracana - another variety),Solanum macrocarpon (African Eggplant),Areca Palm,Solanum macrocarpon (African Eggplant),Polygonum minus (Kesum),Mizuna
67e066848a14755879d9b1d7,11.5,76.5,969,5.6,301,285.0,184,411,184,25.99,17.49,94.0,60.19,10.98,1842.1,Chilli,Canna Lily (Canna indica - another variety),Canna Lily,Mesta,Tatsoi,Lagos Spinach
67e0668b8a14755879d9b1db,11.5,77.2,249,6.7,228,342.0,277,381,277,33.74,23.14,86.64,41.99,12.78,1229.5,Chilli,Chinese Yam,Kangni (Setaria italica - another variety),Hausa Groundnut,Moong,Air Potato
67e0668f8a14755879d9b1dd,11.5,77.4,205,6.7,217,262.0,293,373,293,33.87,22.88,89.98,43.08,12.95,1306.3,Cucumber,Amaranth,Egusi Melon,Grapes,Drumstick (Moringa oleifera - another variety),Ixora
67e066938a14755879d9b1e0,11.5,77.3,236,6.9,253,297.0,279,385,279,33.75,22.77,89.16,42.53,12.89,1291.6,Tuberose (Polianthes tuberosa),Plumeria (Frangipani),Emilia,Maize,Chili Pepper,Pecan
67e066968a14755879d9b1e1,11.5,76.6,2057,5.8,441,574.0,279,412,279,22.1,13.73,86.91,49.95,13.98,1420.4,Yacon (Smallanthus sonchifolius),Teff,Mushroom,Maize,Carrot,Finger Millet (Eleusine coracana - another variety)
67e066998a14755879d9b1e4,11.5,76.1,1379,5.4,544,559.0,242,433,242,23.14,15.78,98.45,62.76,8.59,3731.9,Solanum macrocarpon (African Eggplant),Rice,Tea,Bougainvillea,Colocasia,Banana
67e0669b8a14755879d9b1e6,11.5,77.5,200,6.7,227,321.0,290,376,290,34.14,23.21,88.35,41.72,13.86,1293.3,Drumstick,Fenugreek,Thyme,Sunn Hemp,Loquat,Achocha
67e066b18a14755879d9b1e9,11.6,75.7,47,5.6,382,436.0,178,382,178,31.49,23.04,95.9,61.97,11.78,3731.5,Hibiscus sabdariffa (Roselle - another variety),Brazil Nut (Bertholletia excelsa),Lagos Spinach,Banana,Curcuma longa (Turmeric - ornamental variety),Langsat
67e066b48a14755879d9b1ea,11.6,75.8,36,5.5,599,467.0,157,386,157,31.29,22.84,95.88,61.93,11.78,3731.5,Solanum macrocarpon (African Eggplant),Spider Lily,Bignay,Bougainvillea,Costus,Colocasia
67e0686e8a14755879d9b2d0,12.3,77.0,669,6.8,194,177.0,303,382,303,31.15,20.46,91.58,43.4,17.38,1184.0,Rutabaga,Gnetum africanum (Eru/Afang),Amaranth,Tapioca,Lablab purpureus (Hyacinth Bean - another variety),Emilia
67e0686f8a14755879d9b2d1,12.3,75.4,60,5.5,429,483.0,177,420,177,31.74,22.89,95.4,58.93,12.8,4008.9,Star Anise,Lemon Grass,Rice,Sugarcane,,
67e0686f8a14755879d9b2d2,12.3,76.5,823,7.1,225,228.0,317,370,317,29.38,19.53,94.55,47.49,17.3,1302.6,Lemon Verbena,Moong,Ajwain (Trachyspermum ammi),Ixora,Kidney Bean,Pineapple
67e068708a14755879d9b2d3,12.3,76.8,697,6.7,186,189.0,249,360,249,30.58,20.16,93.08,45.47,16.96,1155.6,Grapes,Mangosteen,Moth Bean,Cowpea,Kenaf (Hibiscus cannabinus - another variety),Bird of Paradise (Strelitzia)
67e068748a14755879d9b2d4,12.3,75.5,405,5.5,483,410.0,177,406,177,29.32,20.82,94.78,60.93,11.79,3906.7,Costus speciosus (Crepe Ginger),Hibiscus,Bignay,Banana,Bougainvillea,Curcuma longa (Turmeric - ornamental variety)
67e068778a14755879d9b2d5,12.3,76.6,759,6.8,184,193.0,247,364,247,30.13,20.01,93.98,46.23,17.6,1268.4,Grapes,Hemp,Indian Gooseberry (Phyllanthus emblica - another variety),Pear,Kaempferia galanga (Kencur/Sand Ginger),Yam
67e068788a14755879d9b2d6,12.3,76.1,870,6.4,148,174.0,286,370,286,28.8,19.13,96.05,50.03,17.11,1334.5,Bamboo,Cowpea,Dill,Telfairia occidentalis (Fluted Pumpkin),Marjoram,Teak
67e0687b8a14755879d9b2d7,12.3,77.5,495,6.7,194,343.0,275,376,275,32.58,21.26,89.19,41.13,15.17,1111.3,Chickpea (Cicer arietinum - another variety),Navy Bean,Buttercup Squash,Spelt,Winged Bean,Kangkong
67e068908a14755879d9b2da,12.3,77.2,505,6.6,156,203.0,269,383,269,32.41,21.62,91.59,43.32,17.12,1215.8,Hazelnut,Fennel,Curry Leaf (Murraya koenigii - another variety),Chickpea,Chayote Squash,Kangni (Setaria italica - another variety)
67e068a88a14755879d9b2e9,12.4,75.5,1084,5.6,428,668.0,248,425,248,26.2,17.43,96.52,56.62,11.63,3213.8,Coffee,Ginger,Uapaca kirkiana (Sugarplum),Banana,Sugarcane,Rice
67e068a88a14755879d9b2ea,12.4,76.0,887,6.1,202,195.0,281,402,281,28.7,18.93,97.01,50.5,17.14,1532.1,Persicaria odorata (Vietnamese Coriander),Kaempferia galanga (Kencur/Sand Ginger),Marjoram,Gnetum africanum (Eru/Afang),Horse Gram,Cardamom
67e068a88a14755879d9b2eb,12.4,75.4,797,5.4,373,415.0,191,407,191,27.5,18.79,96.55,58.1,11.25,3807.4,Ginger,Costus,Vetiver,Curcuma longa (Turmeric - ornamental variety),Sugarcane,Banana
67e068ac8a14755879d9b2ec,12.4,76.2,857,6.8,147,240.0,286,374,286,28.97,19.25,95.14,48.68,17.67,1267.1,Turmeric,Guava,Turnip,Chinese Yam,Blackberry,Tapioca
67e068af8a14755879d9b2ef,12.4,76.3,815,6.9,204,208.0,285,383,285,29.39,19.46,94.45,47.88,16.95,1241.4,Velvet Bean,Borage,Browntop Millet,Acorn Squash,Bengal Gram (Cicer arietinum - another variety),Sunn Hemp
67e068af8a14755879d9b2f0,12.4,76.6,697,6.6,149,216.0,235,364,235,30.35,20.49,94.13,46.71,17.31,1159.4,Figs,Cinnamon,Sweet Sorghum,Curry Leaf (Murraya koenigii - another variety),Cucumber (Cucumis sativus - another variety),Figs
67e068b08a14755879d9b2f1,12.4,75.7,922,5.5,400,467.0,253,410,253,27.67,18.78,97.98,55.72,14.74,2533.5,Potato,Gnetum africanum (Eru/Afang),Solanum macrocarpon (African Eggplant),Vetiver,Colocasia,Taro
67e068b28a14755879d9b2f2,12.4,76.4,779,6.9,179,219.0,259,374,259,29.63,20.02,94.36,47.98,17.26,1226.5,Dolichos Bean (Lablab purpureus - another variety),Walnut,Mung Bean,Groundnut,Nutmeg,Mung Bean
67e068b28a14755879d9b2f5,12.4,76.5,757,7.0,169,222.0,285,372,285,29.61,20.24,94.64,48.35,17.64,1241.0,Acorn Squash,Apple,Job's Tears,Hemp,Tepary Bean,Grapes
67e068b58a14755879d9b2f6,12.4,76.8,678,6.5,198,208.0,285,348,285,30.8,20.41,92.53,45.54,16.78,1223.4,Sorghum,Custard Apple (Annona squamosa - another variety),Jamun,Plantain,Cucumber,Hazelnut
67e068b68a14755879d9b2f7,12.4,77.1,617,6.7,161,212.0,253,378,253,31.59,20.76,90.64,43.22,16.8,1238.0,Mesta,Kodo Millet (Paspalum scrobiculatum - another variety),Bell Pepper,Jute,Olive,Mangosteen
67e068b68a14755879d9b2f8,12.4,76.9,707,6.5,215,229.0,251,356,251,30.5,20.3,92.16,46.06,17.3,1275.2,Roselle,Moth Bean (Vigna aconitifolia - another variety),Kenaf,Teak,Tomato,Vanilla
67e068b98a14755879d9b2f9,12.4,76.7,687,6.6,184,220.0,250,363,250,30.85,20.58,92.7,45.41,16.87,1168.0,Flax,Indian Mustard (Brassica juncea - another variety),Chive,Cotton,Soybean,Bengal Gram (Cicer arietinum - another variety)
67e068b98a14755879d9b2fa,12.4,77.0,650,6.6,190,223.0,259,375,259,31.1,20.6,91.47,44.88,17.35,1237.8,Dolichos Bean (Lablab purpureus - another variety),Roselle,Borage,Arugula,Mulberry,Sisal
67e068bd8a14755879d9b2fb,12.4,77.5,681,6.6,193,283.0,257,383,257,30.87,20.45,90.32,44.67,16.08,1141.4,Buckwheat,Hyacinth Bean (Lablab purpureus - another variety),Tapioca,Bird of Paradise (Strelitzia),Jasmine (Jasminum sambac),Corn
67e068bd8a14755879d9b2fc,12.4,77.2,594,6.7,153,164.0,286,382,286,31.81,20.94,90.75,42.98,16.11,1226.8,Bird of Paradise (Strelitzia),Lavender,Cranberry,Yam,Apricot,Chili Pepper
67e068bd8a14755879d9b2fd,12.4,77.4,615,6.7,182,202.0,262,382,262,31.45,20.87,90.13,44.05,16.24,1117.9,Urad,Ajwain (Trachyspermum ammi),Ricebean,Pear,Wheat,Moth Bean
67e068c08a14755879d9b2fe,12.4,77.3,720,6.7,173,196.0,268,373,268,30.92,20.26,91.12,43.4,16.28,1135.6,Cucumber (Cucumis sativus - another variety),Kenaf (Hibiscus cannabinus - another variety),Castor,Pigeon Pea,Groundnut,Orange
67e068c58a14755879d9b2ff,12.5,75.1,75,5.5,326,439.0,199,397,199,31.04,22.74,97.72,61.46,14.1,3631.5,Breadfruit,Lagos Spinach,Dacryodes edulis (Safou),Ice Cream Bean,Etlingera elatior (Torch Ginger),Curcuma longa (Turmeric - ornamental variety)
67e068c58a14755879d9b300,12.5,75.2,213,5.5,393,376.0,172,383,172,31.24,22.46,96.64,58.03,13.61,3724.5,Spider Lily,Langsat,Lagos Spinach,Sugarcane,Costus,Langsat
67e068c78a14755879d9b301,12.5,75.0,53,5.7,295,385.0,196,375,196,30.56,24.1,94.18,65.84,15.9,3581.6,Spider Lily,Lagos Spinach,Calla Lily,Etlingera elatior (Torch Ginger),Ice Cream Bean,Costus
